FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a223c909_5661,POINT (-49.64086846310413 -27.215175298770117),1509,Estação Ferroviária de Rio do Sul,SC4214805BIED00002,Oscar Barcelos,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Conjunto formado pela superposição de dois retângulos que definem uma volumetria constituída de três volumes adjacentes. Possui dois pavimentos,com balcão corrido sob as portas do segundo pavimento na fachada frontal. A cobertura,com telha francesa, apresenta múltiplas águas, quatro das quais apresentam galbo de contrafeito. As fachadas lateral direita e posterior possuem outra cobertura, de telhas metálicas, posicionada na altura do primeiro pavimento, apoiada sobre mãos francesas de madeira.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_56be,POINT (-36.897319646970935 -8.401181597495961),1663,Estação de Mimoso,PE2610905BIED00002,Gumercindo Tenório,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação de Mimoso, localizado(a) no estado de Pernambuco, cidade(s) de Pesqueira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5733,POINT (-36.89723381628187 -8.401308961975296),1664,Armazém de Mimoso,PE2610905BIED00003,Gumercindo Tenório,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém de Mimoso, localizado(a) no estado de Pernambuco, cidade(s) de Pesqueira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_573f,POINT (-41.771760547103234 -2.90540302859292),2446,Antigo Prédio da Administração,PI2207702BIED00010,Antonio Dumont,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antigo Prédio da Administração, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_5751,POINT (-40.500066700000005 -9.399822199999992),1683,Estação Ferroviária de Petrolina,PE2611101BIED00001,Guararapes,2114,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Petrolina, localizado(a) no estado de Pernambuco, cidade(s) de Petrolina, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5770,POINT (-35.81081249825027 -8.784268332034992),1665,Estação de Maraial,PE2609204BIED00001,Floriano Peixoto,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação de Maraial, localizado(a) no estado de Pernambuco, cidade(s) de Maraial, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5799,POINT (-41.772071683350426 -2.9051458674830313),2455,Galpão Garagem,PI2207702BIED00019,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Galpão Garagem, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_579e,POINT (-49.48028819528576 -28.873692215452635),2516,Casa para empregado,SC4210407BIED00004,Ferroviária,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa para empregado, localizado(a) no estado de Santa Catarina, cidade(s) de Maracajá, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-24
tg_bem_classificacao.fid-7766db4e_192a223c909_57a1,POINT (-51.043666073438445 -23.271208136208028),2457,Terreno I,PR4109807BIED00002,Maria de Meneses,2,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno I, localizado(a) no estado de Paraná, cidade(s) de Ibiporã, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-12
tg_bem_classificacao.fid-7766db4e_192a223c909_57f8,POINT (-36.832753831923796 -10.223791268571436),1492,Estação Ferroviária Velha de Propriá (Tiro de Guerra),SE2805703BIED00002,da Linha,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária Velha de Propriá (Tiro de Guerra), localizado(a) no estado de Sergipe, cidade(s) de Propriá, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_57fa,POINT (-37.06533509108698 -10.908119794069508),1490,"Área do Pátio Ferroviário de Aracaju, onde estão os Galpões",SE2800308BIED00008,dos Expedicionários,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Área do Pátio Ferroviário de Aracaju, onde estão os Galpões, localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_57ff,POINT (-37.06681608315538 -10.908642976070956),1487,Rotunda,SE2800308BIED00007,Augusto Franco,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Rotunda, localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5824,POINT (-37.066510311329054 -10.906025025025167),1468,Caixa d'Água no Pátio Ferroviário de Aracaju,SE2800308BIED00002,Augusto Franco,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Caixa d'Água no Pátio Ferroviário de Aracaju, localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5826,POINT (-37.06577778 -10.907888890000002),1465,Estação Ferroviária de Aracaju,SE2800308BIED00001,dos Expedicionários,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Aracaju, localizado(a) no estado de Sergipe, cidade(s) de Aracaju, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5827,POINT (-43.68075367020619 -22.344213310960697),2473,Terreno da oficina,RJ3306107BIED00007,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno da oficina, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_5835,POINT (-43.16731273821613 -22.713078977939546),1625,"Estação Ferroviária Guia de Pacobaíba, NBP nº 200510-0",RJ3302502BIED00008,Real de Mauá,1901,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Museu Ferroviário, localizado(a) no estado de Rio de Janeiro, cidade(s) de Magé, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5840,POINT (-54.61960291114599 -20.453973531675004),1585,"Escola Álvaro Martins Neto (""Batatinha"")",MS5002704BIED00004,Gal. Mello,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Escola Álvaro Martins Neto (""Batatinha""), localizado(a) no estado de Mato Grosso do Sul, cidade(s) de Campo Grande, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_5843,POINT (-43.68136521386151 -22.34520563531668),2472,Terreno,RJ3306107BIED00006,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno , localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_5848,POINT (-44.51934447852253 -21.907905608015046),1435,Prédio da Estação Ferroviária de Seritinga,MG3166402BIED00001,7 de Setembro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Prédio da Estação Ferroviária de Seritinga, localizado(a) no estado de Minas Gerais, cidade(s) de Seritinga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_584c,POINT (-43.681483231057854 -22.345354483361564),2475,Terreno da carpintaria,RJ3306107BIED00009,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno da carpintaria, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_584e,POINT (-43.68152614640239 -22.345463638492557),2477,Terreno da administração,RJ3306107BIED00011,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno da administração, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_585d,POINT (-43.6810326199434 -22.344888092291743),2476,Carpintaria,RJ3306107BIED00010,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Carpintaria, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_585e,POINT (-43.68118282364882 -22.345126249628468),2479,Grua ou Guindaste fixo,RJ3306107BIED00013,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Grua ou Guindaste fixo, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_5880,POINT (-51.282905141664735 -29.215881320994175),2632,Pátio Ferroviário de Forqueta,RS4305108BIED00023,A. Luiz Franciosi Sério,574,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Pátio Ferroviário de Forqueta, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Caxias do Sul, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5884,POINT (-48.39919284117797 -16.90598548029651),2626,Estação Ferroviária de Caraíba,GO5222005BIED00003,da Estação,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Caraíba, localizado(a) no estado de Goiás, cidade(s) de Vianópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-23
tg_bem_classificacao.fid-7766db4e_192a223c909_5893,POINT (-36.840325217084754 -10.212113160708387),1491,Terreno da Estação Velha de Propriá,SE2805703BIED00001,da Linha,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno da Estação Velha de Propriá, localizado(a) no estado de Sergipe, cidade(s) de Propriá, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_589a,POINT (-43.80033823019375 -20.254439208477848),2564,"Edificação com área de 221,00m²(Dormitório)",MG3131901BIED00003,Beira Linha,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Edificação com área de 221,00m²(Dormitório), localizado(a) no estado de Minas Gerais, cidade(s) de Itabirito, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-16
tg_bem_classificacao.fid-7766db4e_192a223c909_589e,POINT (-50.52296975545933 -23.145167599519212),2468,Casa 01,PR4123907BIED00003,Liberato Spagolla,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa 01 , localizado(a) no estado de Paraná, cidade(s) de Santa Mariana, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_58a8,POINT (-43.70525203402231 -22.246002237075057),1617,Terreno sem identificação,RJ3306107BIED00005,Nilo Peçanha,506,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno sem identificação , localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_58b6,POINT (-45.43242895751109 -20.460329021363904),2533,Antigo depósito de ferramentas e Obra e Casa do rádio.,MG3126109BIED00007,|Gov. Benedito Valadares,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antigo depósito de ferramentas e Obra e Casa do rádio., localizado(a) no estado de Minas Gerais, cidade(s) de Formiga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a223c909_58b7,POINT (-47.475668675184195 -19.958543653851567),2534,Residência,MG3156908BIED00003,de Cipó,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência , localizado(a) no estado de Minas Gerais, cidade(s) de Sacramento, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a223c909_58b8,POINT (-47.475690132859604 -19.958543653851567),2535,Residência,MG3156908BIED00004,de Cipó,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência , localizado(a) no estado de Minas Gerais, cidade(s) de Sacramento, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a223c909_58bd,POINT (-47.47569013285871 -19.958558780540297),2536,Residência,MG3156908BIED00005,de Cipó,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência , localizado(a) no estado de Minas Gerais, cidade(s) de Sacramento, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a223c909_58be,POINT (-47.475700861693255 -19.95855878054116),2537,Residência,MG3156908BIED00006,de Cipó,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência , localizado(a) no estado de Minas Gerais, cidade(s) de Sacramento, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-26
tg_bem_classificacao.fid-7766db4e_192a223c909_58c7,POINT (-43.704345447375225 -22.246900922338096),1616,Edificação sem identificação,RJ3306107BIED00004,Nilo Peçanha,506,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Edificação sem identificação , localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_58d0,POINT (-44.29533740300168 -3.0883488642352854),2572,Pátio Ferroviário,MA2110203BIED00005,Km 88,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Pátio Ferroviário, localizado(a) no estado de Maranhão, cidade(s) de Santa Rita, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-18
tg_bem_classificacao.fid-7766db4e_192a223c909_58d8,POINT (-49.26519650921437 -25.43744971550871),2563,Depósito/Garagem de Automotrizes,PR4106902BIED00013,Mariano Torres,1115,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Depósito/Garagem de Automotrizes, localizado(a) no estado de Paraná, cidade(s) de Curitiba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-16
