FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5238,POINT (-35.0756861 -6.315983300000002),1083,Ruínas da Casa de Câmara e Cadeia,RN2415008BIED00001,João Flor,,2,Bem Imóvel,BI,19,Arquitetura oficial,8,Edificação,ED,"Ruínas da Casa de Câmara e Cadeia	, também conhecido(a) como Casa de Câmara e Cadeia: ruínas, localizado(a) no estado de Rio Grande do Norte, cidade(s) de Vila Flor, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-522e,POINT (-46.65591834 -23.561739139999993),113,Museu de Arte de São Paulo Assis Chateaubriand: edifício e acervo móvel  constituído pelos cavalete,SP3550308BIED00001,Paulista,1578,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Museu de Arte de São Paulo Assis Chateaubriand: edifício e acervo móvel  constituído pelos cavalete, localizado(a) no estado de São Paulo, cidade(s) de São Paulo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-01-27
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5177,POINT (-35.1296083 -6.380936100000007),1048,Ruínas da Capela do Engenho Cunhaú,RN2402204BIED00001,Augusto Severo,242,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Ruínas da Capela do Engenho Cunhaú, também conhecido(a) como Engenho do Cunhaú: ruínas da capela; Capela de Nossa Senhora das Candeias, localizado(a) no estado de Rio Grande do Norte, cidade(s) de Canguaretama, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-50d3,POINT (-43.18872566 -22.90345418),358,Palácio Itamarati,RJ3304557BIED00013,Marechal Floriano,196,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Construção contendo linhas neoclássicas, com dupla ordem de vãos com vergas de plena volta, apresenta sacadas corridas e guarda-corpo de serralheria e é encimada por platibanda com vasos, flanqueada de dois terraços com balaustrada de pedra de lioz, usada também nos portais, pilastras e cornijas. Internamente, alguns tetos são estucados apresentando motivos decorativos ligados ao estilo neoclássico: grifos, quimeras, cornucópias, liras, e providos de mobiliário e telas de grande apuro.",2015-01-30
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-50c6,POINT (-49.18761816174026 -26.64910019079664),997,"Casa Siewert, Ovídio",SC4213203BIED00007,Testo Alto,7875,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa Siewert, Ovídio, localizado(a) no estado de Santa Catarina, cidade(s) de Pomerode, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Caracteriza-se pelo contexto residencial da arquitetura teuto-brasileira. Apresenta requintado desenho de tijolos na fachada principal. a solução em planta é incomum e deve ser ressaltada o esmero da confecção das esquadrias. Todos esses elementos permanecem preservados, assim como interior do imóvel.(Fonte: Processo nº 1548-T-07)",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-50c2,POINT (-54.31926940000001 -30.339133299999983),1037,"Sobrado na Praça Dr. Fernando Abott, que em 1845 hospedou D. Pedro II",RS4318309BIED00001,Duque de Caxias,268,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Sobrado na Praça Dr. Fernando Abott, que em 1845 hospedou D. Pedro II, também conhecido(a) como Sobrado à Praça Doutor Fernando Abott, localizado(a) no estado de Rio Grande do Sul, cidade(s) de São Gabriel, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-50ac,POINT (-49.18802049309291 -26.647302217780954),993,"Casa Siewert, Wendelin, em Testo Alto",SC4213203BIED00006,Testo Alto,8019,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa Siewert, Wendelin, em Testo Alto, localizado(a) no estado de Santa Catarina, cidade(s) de Pomerode, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Exemplar de ""casas emendadas"" encontradas nas regiões da imigração em Santa Catarina. Essa tipologia exemplifica a união de duas casas enxaimel, justapostas lateralmente, duplicado o espaço útil da moradia. A construção também reúne, nos delicados desenhos resultantes da colocação dos tijolos aparentes que vedam os tramos da estrutura enxaimel, outro dos atributos que a distinguem. A planta baixa exemplar e a composição formal da fachada - simétrica, com as casas implantadas lado a lado, os detalhes do embasamento de pedra e, nos fundos, o pátio interno formado com o conjunto de ranchos de madeira, complementam os atributos do conjunto. (Fonte: Processo nº 1548-T-07)",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5087,POINT (-38.8958930969 -13.114035653099997),329,Igreja Matriz de Nossa Senhora da Ajuda,BA2917805BIED00001,da Matriz,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Possui nave com coro, corredores laterais recobertos por tribunas e um falso transepto, herança do partido jesuíta. A sacristia encontra-se justaposta à capela-mor, sob o consistório. A fachada, do início dos novecentos, é do tipo rococó com uma torre terminada em mansarda revestida de azulejos e a outra inconclusa, além de frontão com volutas. O acesso principal é encimado por nicho, tendo as portas molduradas de cantaria e folha almofadada. Fonte: Arquivo Noronha Santos/IPHAN.",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-5043,POINT (-37.23073618942164 -10.707275535394649),928,Capela do Engenho Penha,SE2805901BIED00001,SE 245,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Capela do Engenho Penha, também conhecido(a) como Engenho de Nossa Senhora da Penha: capela, localizado(a) no estado de Sergipe, cidade(s) de Riachuelo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4fc4,POINT (-47.98829074464025 -15.947548326780048),754,Catetinho,DF5300108BIED00018,Presidente Juscelino Kubitshek,,2,Bem Imóvel,BI,19,Arquitetura oficial,8,Edificação,ED,"Catetinho, localizado(a) no estado de Distrito Federal, cidade(s) de Brasília, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-09
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4f63,POINT (-43.503565 -20.38542900000001),1146,Conjunto arquitetônico e urbanístico da Cidade de Ouro Preto,MG3146107BICU00001,Tiradentes,s/n,2,Bem Imóvel,BI,34,Conjunto urbano,7,Conjunto Urbano,CU,"Conjunto arquitetônico e urbanístico da Cidade de Ouro Preto, antiga Vila Rica, é um Centro histórico localizado em MG, cujo tecido urbano caracteriza-se entrecortado de becos, travessas e ladeiras, com as ruas principais acompanhando o desenho topográfico dos morros e córregos.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4f0c,POINT (-45.31078750878824 -23.222119066267368),684,Centro Histórico de São Luiz do Paraitinga,SP3550001BICU00001,Dr. Oswaldo Cruz,,2,Bem Imóvel,BI,34,Conjunto urbano,7,Conjunto Urbano,CU,"Centro Histórico de São Luiz do Paraitinga, também conhecido(a) como Conjunto Histórico e Paisagístico de São Luis do Paraitinga, localizado(a) no estado de São Paulo, cidade(s) de São Luís do Paraitinga, é um Bem Imóvel, do tipo Conjunto Urbano, com estado de conservação Regular e de preservação Pouco Alterado.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4e93,POINT (-45.3093333 -23.223188899999997),202,"Casa na Rua Oswaldo Cruz, nº 4, onde nasceu Oswaldo Cruz",SP3550001BIED00001,Oswaldo Cruz,4,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa natal de Oswaldo Cruz, localizado(a) no estado de São Paulo, cidade(s) de São Luís do Paraitinga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4e77,POINT (-35.8927833 -9.71583609999999),31,Casa natal do Marechal Deodoro da Fonseca,AL2704708BIED00002,Marechal Deodoro,92,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"A casa natal do proclamador da República e primeiro presidente do Brasil, que se encontrava em ruínas na época do tombamento, quando restavam apenas a fachada porta central e quatro janelas com beiral de beira-saveira, foi reconstruída e abriga hoje o Museu Marechal Deodoro da Fonseca.",2015-01-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4e01,POINT (-45.07001389999999 -23.432469400000002),688,"Casa do ""Sobrado do Porto""",SP3555406BIED00001,Anchieta,38,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Trata-se de construção da primeira metade do séc. XIX, com três andares, sendo o último em forma de camarinha. O primeiro e segundo pavimento apresentam série de portas e janelas com vergas curvas, com balcão de ferro em toda a extensão do segundo. O telhado na fachada principal é arrematado por platibanda em balaustre, e o da camarinha tem beiral. O prédio servia como residência, em seu pavimento superior, e armazém, no térreo.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4d7b,POINT (-53.3802111 -32.5614917),3221,Conjunto Histórico e Paisagístico de Jaguarão,RS4311007BICU00001,Vinte e Sete de Janeiro,422,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"Conjunto Histórico e Paisagístico de Jaguarão, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Jaguarão, é um Bem Imóvel, do tipo Conjunto Urbano, com estado de conservação Regular e de preservação Pouco Alterado.",2018-01-09
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4d79,POINT (-38.51132869719999 -12.974565676699997),217,"Sobrado à Rua Saldanha da Gama, 25",BA2927408BIED00030,Saldanha da Gama,25,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"A casa se desenvolve em três pavimentos em torno de um pequeno pátio, possuindo ainda porão e mirante que se destaca sobre os telhados das construções vizinhas. Seus amplos salões foram subdivididos e o prédio se encontra prejudicado pela inserção de elemento não condizentes, como lajes e escadas de concreto. A varanda envidraçada, localizada na parte posterior do prédio, é uma particularidade desta construção, apesar deste elemento ser muito utilizado na arquitetura civil bahiana da época.",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4d2a,POINT (-41.77883085006726 -2.90186705820134),2706,Conjunto Histórico e Paisagístico de Parnaíba,PI2207702BICU00002,(Confirmar Endereço),,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"Conjunto Histórico e Paisagístico de Parnaíba, é um conjunto urbano as margens do Igaraçu, distante 339 km da capital Teresina, cujo desenho urbano resultante, os materiais e as técnicas construtivas, e inserção no espaço geográfico são próprios de uma cidade que nasceu de um porto e, com o advento da ferrovia e rodovia, teve seu fluxo de acessibilidade invertido. O sistema viário evidencia a integração intermodal e a evolução urbana a partir do núcleo original, Porto das Barcas.",2017-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4d15,POINT (-46.6623583 -23.5490917),199,"Imóvel da Rua Itápolis, 961",SP3550308BIED00005,Itápolis,961,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"As três casas projetadas por Gregori Warchavchik, entre 1927 e 1930 são consideradas como as primeiras obras de arquitetura moderna no Brasil. Utilizando a linguagem cubista nas suas formas, representam as idéias do arquiteto enunciadas em manifesto pela arquitetura moderna publicado na imprensa em 1925. A da rua Itapólis já representa a plena realização das intenções do arquiteto, sendo inaugurada com exposição pública de grande repercussão, decorada com móveis e obras de arte modernas.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4d0e,POINT (-47.5563083 -24.7087528),868,Conjunto Histórico e Paisagístico da Cidade de Iguape,SP3520301BICU00001,XV de Novembro,272,2,Bem Imóvel,BI,34,Conjunto urbano,7,Conjunto Urbano,CU,"É um Conjunto Urbano que inclui no Setor Núcleo Urbano: construções privadas de uso residencial e comercial, os chamados sobradões, as igrejas de Nossa Senhora do Rosário dos Pretos, de São Benedito, a Basílica do Bom Jesus de Iguape e edificações de uso institucional; no setor Morro da Espia: trecho a partir da cota altimétrica de dez metros, a Fonte do Senhor e as ruínas do Engenho do Itaguá; e no Setor Portuário: antigo sistema portuário e Capela São João Batista, trechos do rio Ribeira.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4cfe,POINT (-48.41714100000001 -10.707785999999993),809,Centro Histórico de Porto Nacional,TO1718204BICU00001,Nossa Senhora das Mercês,s/n,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"O Centro Histórico de Porto Nacional formou-se a partir de ruas principais paralelas ao leito do rio e perpendiculares a ele, formando quadras retangulares com o maior lado paralelo ao curso d´água. O interior das quadras é marcado pela presença de vasta vegetação (hortas e pomares), as edificações foram implantadas no alinhamento da rua em toda sua extensão, restringindo vegetação aos largos e praças. Formado por conjunto de edificações térreas, homogêneas. Destaca-se a Catedral. Porto Nacional e as demais cidades do ciclo do ouro em Goiás apresentam algumas particularidades características do local: a configuração segue a tradição colonial portuguesa e as edificações se adequam ao clima local (quente com estações de seca e chuva bem definidas), pois as paredes grossas em adobe conservam o ambiente interno sempre fresco e ligeiramente úmido na estação seca, e a ausência de forro e o pé-direito mais alto que o comum permitem uma circulação de ar constante, fazendo com que sequem rapidamente no período das chuvas. A Catedral, construída pelos frades dominicanos em estilo românico, com influência da origem francesa dos religiosos, substituiu a antiga capela consagrada a Nossa Senhora das Mercês. Compõe o conjunto religioso, o seminário e os colégios (um para meninos, construído pelos padres, e outro para meninas, construído pelas freiras). A relação com o rio, que sempre fez parte do cotidiano da cidade, foi alterada após a década de 1960. A construção da hidrelétrica modifico as condições de navegabilidade do rio e a implantação de estradas fez com que essa atividade fosse praticamente extinta ou preterida em função da rodovia. Além disso, a construção da rodovia Belém-Brasília possibilitou a entrada de produtos industrializados. Os aterros geraram novo espaço urbano, com a ocupação por praças e/ou instalação de grandes equipamentos urbanos.Fonte: Processo 1553-T-2008",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4bfd,POINT (-34.99622542 -7.5610155539999875),504,Capela de Santo Antônio,PE2606200BIED00001,Usina Nossa Senhora das Maravilhas,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Capela de Santo Antônio, localizado(a) no estado de Pernambuco, cidade(s) de Goiana, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4bd7,POINT (-49.90968476 -26.339467929999998),549,Igreja Santo Estanislau,SC4208104BIED00001,Ruthes Andreyevsky,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja Santo Estanislau, localizado(a) no estado de Santa Catarina, cidade(s) de Itaiópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Trata-se de construção eclética, de linhas gerais neogóticas, com torre frontal situada no centro da fachada. A igreja é totalmente construída em alvenaria autoportante de tijolos. A planta, em forma de cruz, apresenta tradicional capela mor em forma de semicírculo. O interior é inteiramente revestido por pinturas em tapete e formando painéis com imagens de santos e passagens bíblicas. Fonte: Processo 1548-T-07.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4bcf,POINT (-46.6477889 -23.506300000000003),198,Casa do Sítio dos Morrinhos,SP3550308BIED00004,Santo Anselmo,102,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Distingue-se das demais casas do ciclo bandeirista por ter sua fachada principal voltada para o Sul, o que, apesar do prejuízo de ventilação e insolação, parece se justificar pelas condições de implantação, dominando a várzea do rio Tietê. Embora alterada por reformas, principalmente a de um mirante e de várias aberturas, ainda possui um requintado trabalho nas esquadrias, bem como um pé-direito bastante alto, o que permite supor a existência de sótãos similares às outras residências do período.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4bc5,POINT (-49.327791959683246 -27.334340780202535),86,Conjunto Irmãos Stoltenberg,SC4219200BICA00001,Stoltenberg,100,2,Bem Imóvel,BI,66,Conjunto arquitetônico,6,Conjunto Arquitetônico,CA,"Conjunto Irmãos Stoltenberg, localizado(a) no estado de Santa Catarina, cidade(s) de Vidal Ramos, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado. Estrutura enxaimel e de alvenaria autoportante, das volumetrias que compõem o conjunto edificado, do trabalho de alvenaria de tijolos aparentes - produzidos artesanalmente - aliado ao trabalho em madeira de esquadrias, lambrequins, guarda-corpos e frontão da mansarda da casa comercial, conferem ao conjunto valor cultural no contexto da arquitetura comercial da imigração brasileira. Fonte: Processo de Tombamento nº 1.548-T-07",2015-01-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4bc4,POINT (-43.48743262879161 -19.945500612491195),2663,Igreja Matriz de São João Batista,MG3105400BIED00003,(Confirmar Endereço),,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja Matriz de São João Batista, localizado(a) no estado de Minas Gerais, cidade(s) de Barão de Cocais, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-06-06
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4bbe,POINT (-49.10158372438895 -26.721130073964353),1019,"Casa Hoerning, Alcides, em Vila toupava",SC4202404BIED00010,Viena,1720,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa Hoerning, Alcides, em Vila toupava, localizado(a) no estado de Santa Catarina, cidade(s) de Blumenau, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. A relação entre o conjunto edificado, implantação no lote, paisagem natural e paisagem cultivada, faz da propriedade Hoening destaca-o entre os exemplares rurais teuto-brasileiros da imigração. O imóvel destaca-se pela exemplaridade de ""casa com cozinha lateral"", que consiste na justaposição -quase sempre lateral dos dois volumes - da casa e da cozinha (que dá para o corredor) é de taipa de mão. Possui pinturas ornamentais na sala principal. Fonte: Processo de Tombamento nº 1.548-T-07",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4ba2,POINT (-43.45517906538942 -19.863019219630726),102,Capela de Santana,MG3105400BIED00002,Santana,S/N,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"A fachada, em corpo único, apresenta cornija interrompida por um frontão curvo. Internamente destaca-se a riqueza da talha dos três altares: Nossa Senhora das Dores, Santo Antônio e o Altar-mor, em talha em torcidos, com ornamentação em conchas, destacando-se serafins bojudos.",2015-01-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4b84,POINT (-55.5128043840362 -1.919695915099509),3344,Conjunto das Fortificações Brasileiras - Vestígios do Forte Serra da Escama e Quartel General Gurjão,PA1505106BICA00001,(Confirmar Endereço),,2,Bem Imóvel,BI,71,Arquitetura militar,6,Conjunto Arquitetônico,CA,"Conjunto das Fortificações Brasileiras - Vestígios do Forte Serra da Escama e Quartel General Gurjão, também conhecido(a) como Vestígios do Forte da Escama e Quartel General Gurjão, localizado(a) no estado de Pará, cidade(s) de Óbidos, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2018-03-19
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4b1f,POINT (-38.6852645874 -12.879484817299995),327,Forte de São Lourenço,BA2916104BIED00002,Getúlio Vargas,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Construção em terrapleno contido por muros de arrimo de alvenaria de pedra, cujo acesso se faz por túnel em rampa. A planta octogonal possui seis ângulos salientes e dois reintrantes. O antigo quartel da guarnição e a prisão são recobertos por abóbadas de berço.",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a94,POINT (-34.90563797239792 -8.03743496042584),1751,Capela de Nossa Senhora da Conceição,PE2611606BIED00033,Rui Barbosa,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Capela de Nossa Senhora da Conceição, também conhecido(a) como Capela da Jaqueira; Sítio da Jaqueira: capela, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2016-01-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a86,POINT (-43.1861341118216 -22.986069521392995),2694,"Conjunto Histórico do Forte de Copacabana, atual Museu Histórico do Exército, e o seu acervo móvel e",RJ3304557BICA00012,(Confirmar Endereço),,2,Bem Imóvel,BI,71,Arquitetura militar,6,Conjunto Arquitetônico,CA,"Conjunto Histórico do Forte de Copacabana, atual Museu Histórico do Exército, e o seu acervo móvel e, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2017-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a68,POINT (-38.51787865159999 -12.969938021599978),281,Forte de São Marcelo,BA2927408BIED00077,Baía de todos os Santos,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Sua planta, aproximadamente circular, é constituída por um torreão central envolvido por um anel de igual altura
formado pelo terrapleno perimetral e quartéis. Sua construção é em cantaria de arenito até a linha de água e o restante em alvenaria de pedra irregular. Possui teto em abóboda de berço. No seu interior podem ser encontrados bancos embrechados de conchas.",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a5e,POINT (-43.13590799999999 -22.902691999999995),621,Forte de Gragoatá,RJ3303302BIED00003,Praia do Gragoatá,145,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Forte de Gragoatá, localizado(a) no estado de Rio de Janeiro, cidade(s) de Niterói, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-03-08
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a4c,POINT (-43.131986 -22.938376),627,Fortaleza de Santa Cruz,RJ3303302BIED00008,General Eurico Gaspar Dutra,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Fortaleza de Santa Cruz, localizado(a) no estado de Rio de Janeiro, cidade(s) de Niterói, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-03-09
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a46,POINT (-43.157012 -22.943553000000016),21742,Portão da Fortaleza de São João,RJ3304557BMAR00025,João Luiz Alves,s/n,1,Bem Móvel ou Integrado,BM,239,Construção,2,Artefato,AR,"Portão da Fortaleza de São João, também conhecido(a) como Portão da Fortaleza de São João da Barra, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Móvel ou Integrado, do tipo Artefato, com estado de conservação Bom e de preservação Íntegro.Vão de arco abatido, ladeado por grandes pilastras, construído em alvenaria e encimado por frontão com volutas barrocas, terminando com uma pira.",2019-06-19
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4a0b,POINT (-43.914653906481774 -19.957478977972126),4207,Conjunto paisagístico do pico e da parte mais alcantilada da Serra do Curral,MG3106200PSPS00001,José do Patrocínio Pontes,1951,5,Bem Paisagístico,PS,280,Sem classificação,10,Paisagem,PS,"A Serra do Curral del Rey é composta de rochas de formação itabírica, apresentando formação típica do conjunto que compõe o ""Quadrilátero Ferrífero"". O referido conjunto abrange uma faixa de 1800m de largura; tendo por eixo o prologamento do eixo da Avenida Afonso Pena, e delimitada: embaixo, pela linha de nível à cota 1.100; em cima, pela linha de cumeada da serra do curral. Estende-se de um e outro lado do eixo da avenida por duas retas paralelas, cada qual correndo 900 metros de distância do referido eixo. Fontes: processo de tombamento 0591-T-58 e Arquivo Noronha Santos, IPHAN.",2018-08-31
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-49d5,POINT (-44.713455599999996 -23.2178917),1104,"""Igreja Matriz de Nossa Senhora dos Remédios, e respectivas imagens e alfaias",RJ3303807BIED00005,da Matriz,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"""Igreja Matriz de Nossa Senhora dos Remédios, e respectivas imagens e alfaias, também conhecido(a) como Igreja Matriz de Nossa Senhora dos Remédios, localizado(a) no estado de Rio de Janeiro, cidade(s) de Parati, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-49b9,POINT (-34.8827111 -8.058972199999998),1073,"""Prédio onde funciona a Faculdade de Direito do Recife, na Praça Adolfo Cirne s/nº""",PE2611606BIED00019,Adolfo Cirne,,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"""Prédio onde funciona a Faculdade de Direito do Recife, na Praça Adolfo Cirne s/nº"", também conhecido(a) como Prédio da Faculdade de Direito, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-496e,POINT (-43.16924929312664 -22.705280065936282),1014,Trecho ferroviário Mauá-Fragoso,RJ3302502BIOE00001,Nilo Peçanha,,2,Bem Imóvel,BI,26,Linha férrea,5,Obras de Engenharia,OE,"Trecho ferroviário Mauá-Fragoso, localizado(a) no estado de Rio de Janeiro, cidade(s) de Magé, é um Bem Imóvel, do tipo Obras de Engenharia, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4940,POINT (-44.711706 -23.217651),1086,"Igreja de Nossa Senhora das Dores, e respectivas imagens e alfaias",RJ3303807BIED00002,da Capela,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Nossa Senhora das Dores, e respectivas imagens e alfaias, também conhecido(a) como Capela de Nossa Senhora das Dores, localizado(a) no estado de Rio de Janeiro, cidade(s) de Parati, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-487f,POINT (-43.61451856 -20.67733845999999),554,Igreja Matriz de Santo Antônio,MG3133907BIED00001,da Matriz,10,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"A igreja matriz setecentista, cuja fachada foi alterada no ínicio do século XX (acréscimo de vãos, decoração e substituição da cobertura das torres), conserva na decoração interna, 1758 (início da talha do altar do Rosário) e 1824 (conclusão da talha e pintura), um dos raros exemplos brasileiros de interior rococó, onde a talha, pintura e imaginária constituem um todo integrado. Merece destaque a pintura do forro da capela-mor, atribuída a Manuel da Costa Athaíde.",2015-02-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-4838,POINT (-34.91701053861839 -8.133470123317048),1746,"Praça Salgado Filho, projeto de Burle Marx",PE2611606PSJD00004,Salgado Filho,,5,Bem Paisagístico,PS,281,Sem classificação,9,Jardim Histórico,JD,"Praça Salgado Filho, projeto de Burle Marx , localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Paisagístico, do tipo Jardim Histórico, com estado de conservação Regular e de preservação Pouco Alterado.",2016-01-21
